Jobs_Name,Rating,Job_City,Company_Founded_Year,Type_Of_Ownership,Industry,Sector,Hourly_Salary,Employer_Provided_Salary,Salary_Lower,Salary_Upper,Salary_Avg,Company_Name,Job_State,Company_Age,Python,Spark,AWS,Excel,SQL,SAS,Keras,PyTorch,Scikit-learn,TensorFlow,Hadoop,Tableau,"Power BI",Flink,MongoDB,"Google Analytics",Job_Title_Sim,Seniority_Level,Employee_Degree,Company_id,Ownership_Category
"Senior Scientist - Biostatistician",3.1,Winston-Salem,1875,"Company - Private","Consumer Products Manufacturing",Manufacturing,0,0,65000.00,96000.00,80500.00,"Reynolds American","North Carolina",146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,Masters,286,Corporate
"Research Scientist â€“ Security and Privacy",3.6,Beavercreek,1967,"Nonprofit Organization","Federal Agencies",Government,0,0,61000.00,126000.00,93500.00,"Riverside Research Institute",Ohio,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified",Masters,287,Nonprofit
"Senior Data Scientist",2.2,Dallas,1993,"Subsidiary or Business Segment","Advertising & Marketing","Business Services",0,0,84000.00,136000.00,110000.00,"The Integer Group",Texas,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Data Scientist",Senior,Masters,288,Corporate
"Data Scientist",5.0,Springfield,2014,"Company - Private","Aerospace & Defense","Aerospace & Defense",0,0,75000.00,127000.00,101000.00,"Royce Geospatial",Virginia,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",289,Corporate
"Data Science Manager",3.2,Allentown,NULL,"Company - Private","Staffing & Outsourcing","Business Services",0,0,95000.00,160000.00,127500.00,"Numeric, LLC",Pennsylvania,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",290,Corporate
"Data Scientist",3.6,"Jersey City",1812,"Company - Public","Investment Banking & Asset Management",Finance,0,0,94000.00,139000.00,116500.00,Citi,"New Jersey",209,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",291,Corporate
"Data Analyst 2 (Missionary Department)",4.2,"Salt Lake City",NULL,"Nonprofit Organization","Religious Organizations",Non-Profit,0,0,53000.00,91000.00,72000.00,"The Church of Jesus Christ of Latter-day Saints",Utah,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Data Analyst","Not Specified","Not Specified",292,Nonprofit
"Principal Machine Learning Scientist",4.7,"San Francisco",1999,"Subsidiary or Business Segment","Computer Hardware & Software","Information Technology",0,0,176000.00,289000.00,232500.00,"Sage Intacct",California,22,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"ML Engineer",Senior,PhD,293,Corporate
"Clinical Data Analyst",4.1,Portsmouth,1968,"Company - Public","Research & Development","Business Services",0,0,52000.00,89000.00,70500.00,ManTech,Virginia,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",294,Corporate
"Supply Chain Data Analyst",3.1,Logan,1977,"Company - Private","Consumer Products Manufacturing",Manufacturing,0,0,33000.00,61000.00,47000.00,"Icon Health and Fitness",Utah,44,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Analyst","Not Specified","Not Specified",295,Corporate
"Data Scientist",3.5,"San Francisco",2016,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,92000.00,149000.00,120500.00,"Scale AI",California,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",PhD,296,Corporate
"Data Scientist",2.7,Emeryville,2007,"Company - Public","IT Services","Information Technology",0,0,118000.00,188000.00,153000.00,"Change Healthcare",California,14,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,"Data Scientist","Not Specified",PhD,297,Corporate
"Data Engineer - ETL",3.8,Birmingham,2014,"Subsidiary or Business Segment","Consumer Product Rental","Consumer Services",0,0,44000.00,86000.00,65000.00,Shipt,Alabama,7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",298,Corporate
"Data Scientist",3.4,"Palo Alto",2008,"Company - Private",Internet,"Information Technology",0,0,108000.00,146000.00,127000.00,MZ,California,13,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Data Scientist","Not Specified",Masters,299,Corporate
"Data Scientist",4.7,"Santa Barbara",2010,"Company - Private","Computer Hardware & Software","Information Technology",0,0,65000.00,106000.00,85500.00,"HG Insights",California,11,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,"Data Scientist","Not Specified",PhD,300,Corporate
"Senior Data Analyst",4.0,Herndon,2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,69000.00,119000.00,94000.00,Novetta,Virginia,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst",Senior,"Not Specified",301,Corporate
"Data Scientist",2.8,"Carle Place",1976,"Company - Public",Wholesale,"Business Services",0,0,55000.00,98000.00,76500.00,"1-800-FLOWERS.COM, Inc.","New York",45,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,"Data Scientist","Not Specified","Not Specified",302,Corporate
"Senior Data Engineer",4.0,Reston,2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,67000.00,127000.00,97000.00,Novetta,Virginia,9,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,"Data Engineer",Senior,"Not Specified",303,Corporate
"Data Scientist",3.5,"New York",1992,"Subsidiary or Business Segment","TV Broadcast & Cable Networks",Media,0,0,94000.00,162000.00,128000.00,"CBS Interactive","New York",29,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,"Data Scientist","Not Specified","Not Specified",304,Corporate
"Data Engineer",3.2,"King of Prussia",NULL,"Company - Private","Staffing & Outsourcing","Business Services",0,0,63000.00,120000.00,91500.00,"Numeric, LLC",Pennsylvania,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",305,Corporate
"Data Modeler (Analytical Systems)",3.6,Boston,1851,"Company - Private","Insurance Carriers",Insurance,0,0,66000.00,117000.00,91500.00,MassMutual,Massachusetts,170,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"Data Modeler","Not Specified","Not Specified",306,Corporate
"Staff Data Engineer",3.7,"Mountain View",1988,"Subsidiary or Business Segment","Computer Hardware & Software","Information Technology",0,0,126000.00,228000.00,177000.00,"Samsung Research America",California,33,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,"Data Engineer","Not Specified",PhD,307,Corporate
"Data Scientist",4.7,Arlington,2010,"Company - Private","Aerospace & Defense","Aerospace & Defense",0,0,80000.00,134000.00,107000.00,"Systems & Technology Research",Virginia,11,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,"Data Scientist","Not Specified",PhD,308,Corporate
"Data Scientist in Translational Medicine",3.8,Cambridge,1996,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,86000.00,143000.00,114500.00,Novartis,Massachusetts,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",309,Corporate
"Data Scientist",4.1,"Santa Clara",2012,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,120000.00,189000.00,154500.00,Netskope,California,9,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,"Data Scientist","Not Specified",PhD,310,Corporate
"Data Scientist",4.0,"Santa Clara",NULL,"Company - Private",Accounting,"Accounting & Legal",0,0,85000.00,142000.00,113500.00,"Lorven Technologies Inc",California,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",311,Corporate
"Product Manager/Data Evangelist",3.2,Phila,NULL,"Company - Private","Staffing & Outsourcing","Business Services",0,0,50000.00,98000.00,74000.00,"Numeric, LLC",Pennsylvania,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,312,Corporate
"Data Scientist",2.5,Brisbane,NULL,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,111000.00,176000.00,143500.00,CareDx,California,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",PhD,313,Corporate
"Senior Data Scientist",5.0,"Ann Arbor",2011,"Company - Private","Computer Hardware & Software","Information Technology",0,1,120000.00,140000.00,130000.00,SkySync,Michigan,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,Masters,314,Corporate
"Data Scientist",3.9,"San Francisco",NULL,"Company - Private","IT Services","Information Technology",0,0,87000.00,140000.00,113500.00,"Serigor Inc.",California,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,315,Corporate
"Senior Data Scientist â€“ Visualization, Novartis AI Innovation Lab",3.8,Cambridge,1996,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,92000.00,150000.00,121000.00,Novartis,Massachusetts,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,"Not Specified",316,Corporate
"Senior Data Analyst/Scientist",4.5,"San Francisco",2006,"Company - Private","Computer Hardware & Software","Information Technology",0,0,90000.00,153000.00,121500.00,Demandbase,California,15,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"Data Analyst",Senior,"Not Specified",317,Corporate
"Data Architect / Data Modeler",4.3,"New York",1999,"Company - Public","Enterprise Software & Network Solutions","Information Technology",0,0,63000.00,110000.00,86500.00,"Medidata Solutions","New York",22,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Modeler","Not Specified",Masters,318,Corporate
"Data Scientist",3.4,Springfield,1969,"Company - Public","Aerospace & Defense","Aerospace & Defense",0,0,76000.00,127000.00,101500.00,Leidos,Virginia,52,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,319,Corporate
"Data Analyst, Performance Partnership",3.6,"New York",1935,"Subsidiary or Business Segment","Health Care Products Manufacturing",Manufacturing,0,0,54000.00,92000.00,73000.00,"Beckman Coulter Diagnostics","New York",86,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,"Data Analyst","Not Specified","Not Specified",320,Corporate
"Scientist â€“ Cancer Discovery, Molecular Assay",0.0,Cambridge,NULL,"Other Organization","Unknown / Non-Applicable","Unknown / Non-Applicable",0,1,100000.00,135000.00,117500.00,"Monte Rosa Therapeutic",Massachusetts,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified",PhD,321,Other
"Data Scientist",3.4,Olympia,NULL,"Company - Private","IT Services","Information Technology",0,0,65000.00,113000.00,89000.00,"DatamanUSA, LLC",Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",322,Corporate
"Data Engineer",3.4,Scottsdale,2002,"Company - Private","IT Services","Information Technology",0,0,42000.00,79000.00,60500.00,IntraEdge,Arizona,19,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"Data Engineer","Not Specified","Not Specified",323,Corporate
"Data Scientist",3.5,"New York",2016,"Company - Public",Consulting,"Business Services",0,0,61000.00,100000.00,80500.00,"IHS Markit","New York",5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,324,Corporate
"Associate Scientist / Sr. Associate Scientist, Antibody Discovery",4.0,"South San Francisco",2006,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,59000.00,125000.00,92000.00,23andMe,California,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,Masters,325,Corporate
"Big Data Engineer",3.3,Chantilly,2017,"Company - Private","Aerospace & Defense","Aerospace & Defense",0,0,84000.00,153000.00,118500.00,Peraton,Virginia,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",326,Corporate
"Data Scientist",0.0,"New York",NULL,"Company - Private","Unknown / Non-Applicable","Unknown / Non-Applicable",0,0,81000.00,140000.00,110500.00,ALI,"New York",0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,327,Corporate
"Machine Learning Engineer (NLP)",4.1,"Palo Alto",2007,"Company - Private","K-12 Education",Education,0,0,80000.00,142000.00,111000.00,"CK-12 Foundation",California,14,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"ML Engineer","Not Specified","Not Specified",328,Corporate
"Data Engineering Analyst",3.8,Bloomington,1925,"Company - Private","Insurance Carriers",Insurance,0,0,44000.00,73000.00,58500.00,"COUNTRY Financial",Illinois,96,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer","Not Specified",Masters,329,Corporate
"Data Scientist",3.5,"Foster City",NULL,"Company - Private","Health, Beauty, & Fitness","Consumer Services",0,0,108000.00,171000.00,139500.00,"e-IT Professionals Corp.",California,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",330,Corporate
"Manager of Data Science",3.9,"San Francisco",2007,"Company - Private",Internet,"Information Technology",0,0,40000.00,87000.00,63500.00,Tapjoy,California,14,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",331,Corporate
"Data Engineer",3.9,"San Francisco",2011,"Company - Private",Internet,"Information Technology",0,0,62000.00,113000.00,87500.00,Fivestars,California,10,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified",PhD,332,Corporate
"Software Engineer (Data Scientist/Software Engineer) - SISW - MG",4.1,Fremont,1981,"Company - Public","Computer Hardware & Software","Information Technology",0,0,72000.00,142000.00,107000.00,"Mentor Graphics",California,40,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",333,Corporate
"Data Engineer",3.7,Springfield,NULL,"Company - Public","Aerospace & Defense","Aerospace & Defense",0,0,74000.00,137000.00,105500.00,"Maxar Technologies",Virginia,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",334,Corporate
"Data Engineer",2.8,"San Diego",1972,"Company - Private","Insurance Carriers",Insurance,0,0,57000.00,109000.00,83000.00,"ICW Group",California,49,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"Data Engineer","Not Specified","Not Specified",335,Corporate
"Associate Research Scientist I (Protein Expression and Production)",3.0,Alameda,1994,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,59000.00,116000.00,87500.00,Exelixis,California,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified",Masters,336,Corporate
"Director, Precision Medicine Clinical Biomarker Scientist",4.0,Cambridge,1849,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,136000.00,208000.00,172000.00,Pfizer,Massachusetts,172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,"Not Specified",PhD,337,Corporate
"Senior Formulations Scientist II",3.0,Alameda,1994,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,71000.00,129000.00,100000.00,Exelixis,California,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,PhD,338,Corporate
"Data Scientist",4.8,"New York",2011,"Company - Private","IT Services","Information Technology",0,0,112000.00,179000.00,145500.00,TechProjects,"New York",10,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,"Data Scientist","Not Specified","Not Specified",339,Corporate
"Data Science Manager",4.2,"San Francisco",2011,"Company - Private","Health Care Services & Hospitals","Health Care",0,0,171000.00,272000.00,221500.00,"Grand Rounds",California,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",340,Corporate
"Data Scientist",4.0,"New York",2007,"Company - Private",Lending,Finance,0,0,63000.00,111000.00,87000.00,"Biz2Credit Inc","New York",14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",341,Corporate
"Data Scientist",4.2,Holyoke,1885,"Company - Private","Banks & Credit Unions",Finance,0,0,75000.00,126000.00,100500.00,PeoplesBank,Massachusetts,136,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,342,Corporate
"Data Engineer",3.5,Chicago,1995,"Company - Private",Consulting,"Business Services",0,0,65000.00,126000.00,95500.00,"SPINS, LLC",Illinois,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified",Masters,343,Corporate
"Computational Chemist/Data Scientist",3.8,Richland,1965,Government,Energy,"Oil, Gas, Energy & Utilities",0,0,56000.00,97000.00,76500.00,PNNL,Washington,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",PhD,344,Government
"Senior Quantitative Analyst",3.3,"Jersey City",1973,"Company - Private","Brokerage Services",Finance,0,0,118000.00,228000.00,173000.00,DTCC,"New Jersey",48,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst",Senior,"Not Specified",345,Corporate
"Data Scientist Manager",3.8,"New York",1967,"Company - Public","Enterprise Software & Network Solutions","Information Technology",0,0,110000.00,184000.00,147000.00,Capgemini,"New York",54,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,"Data Scientist","Not Specified",Masters,346,Corporate
"Data Engineer",3.6,Springfield,1851,"Company - Private","Insurance Carriers",Insurance,0,0,65000.00,119000.00,92000.00,MassMutual,Massachusetts,170,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",347,Corporate
"Data Engineer",3.7,"New York",1914,"Company - Private","Insurance Carriers",Insurance,0,0,76000.00,145000.00,110500.00,"GNY Insurance Companies","New York",107,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified",Masters,348,Corporate
"Principal Data Scientist",3.9,Gaithersburg,1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,113000.00,182000.00,147500.00,AstraZeneca,Maryland,108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,PhD,349,Corporate
"Product Engineer â€“ Data Science",3.5,Arlington,1969,"Company - Private","Computer Hardware & Software","Information Technology",0,0,63000.00,101000.00,82000.00,Esri,Virginia,52,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,350,Corporate
"Data Scientist",3.3,"San Francisco",2008,"Company - Private","Advertising & Marketing","Business Services",0,0,127000.00,202000.00,164500.00,"Samba TV",California,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified","Not Specified",351,Corporate
"Data Scientist",4.6,Waltham,NULL,"Company - Private",Consulting,"Business Services",0,0,70000.00,118000.00,94000.00,"Conch Technologies, Inc",Massachusetts,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,"Data Scientist","Not Specified",Masters,352,Corporate
"Market Data Analyst",3.4,"West Palm Beach",1991,"Company - Public","Telecommunications Manufacturing",Telecommunications,0,0,31000.00,57000.00,44000.00,"SV Microwave",Florida,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified",Masters,353,Corporate
"Senior Data Scientist",4.3,"New York",1999,"Company - Public","Enterprise Software & Network Solutions","Information Technology",0,0,94000.00,153000.00,123500.00,"Medidata Solutions","New York",22,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,Masters,354,Corporate
"Data Engineer",4.4,Herndon,2015,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,75000.00,143000.00,109000.00,SpringML,Virginia,6,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer","Not Specified","Not Specified",355,Corporate
"Software Data Engineer - College",4.0,Corvallis,1939,"Company - Public","Computer Hardware & Software","Information Technology",0,0,49000.00,97000.00,73000.00,"HP Inc.",Oregon,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified",Masters,356,Corporate
"Staff Data Engineer",3.8,Austin,2010,"Company - Private","Computer Hardware & Software","Information Technology",0,0,105000.00,194000.00,149500.00,"Sumo Logic",Texas,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified",Masters,357,Corporate
"Associate Data Engineer",3.5,Washington,2007,"Company - Private","Research & Development","Business Services",0,0,45000.00,86000.00,65500.00,EAB,"District of Columbia",14,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified",Masters,358,Corporate
"Senior Data Scientist - Algorithms",3.9,"New York",2014,"Company - Private","Enterprise Software & Network Solutions","Information Technology",0,0,150000.00,180000.00,165000.00,"Quartet Health","New York",7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Data Scientist",Senior,Masters,359,Corporate
"Senior Data Scientist",3.5,Charlotte,2017,"Company - Public","Insurance Carriers",Insurance,0,0,95000.00,154000.00,124500.00,"Brighthouse Financial","North Carolina",4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,Masters,360,Corporate
"Data Analyst",3.1,"New York",2006,"School / School District","K-12 Education",Education,0,0,42000.00,77000.00,59500.00,"Success Academy Charter Schools","New York",15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",361,Education
"Staff BI and Data Engineer",2.9,"San Jose",1998,"Company - Private","Advertising & Marketing","Business Services",0,0,80000.00,148000.00,114000.00,"Affinity Solutions",California,23,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Data Engineer","Not Specified",Masters,362,Corporate
"Marketing Data Analyst",3.9,Exton,1937,"Nonprofit Organization","Banks & Credit Unions",Finance,0,0,36000.00,62000.00,49000.00,"Citadel Federal Credit Union",Pennsylvania,84,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"Data Analyst","Not Specified","Not Specified",363,Nonprofit
"Data Analyst",3.7,Alexandria,1989,"Company - Private","IT Services","Information Technology",0,0,50000.00,92000.00,71000.00,"CALIBRE Systems",Virginia,32,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,"Data Analyst","Not Specified","Not Specified",364,Corporate
"Data Engineer",3.7,Roanoke,1899,"Nonprofit Organization","Health Care Services & Hospitals","Health Care",0,0,58000.00,104000.00,81000.00,"Carilion Clinic",Virginia,122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Engineer","Not Specified",Masters,365,Nonprofit
"Director - Data, Privacy and AI Governance",3.6,Boston,1851,"Company - Private","Insurance Carriers",Insurance,0,0,67000.00,135000.00,101000.00,MassMutual,Massachusetts,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,"Not Specified","Not Specified",366,Corporate
"Data Analyst",3.6,"New York",1980,"Company - Private","Health Care Services & Hospitals","Health Care",0,0,47000.00,85000.00,66000.00,"AXION Healthcare Solutions","New York",41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",367,Corporate
"Sr. Data Analyst",3.2,"New York",2008,"Company - Private",Internet,"Information Technology",0,0,58000.00,108000.00,83000.00,DoubleVerify,"New York",13,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst",Senior,"Not Specified",368,Corporate
"Information Security Data Analyst",3.7,Chicago,1928,"Company - Public","Computer Hardware & Software","Information Technology",0,0,42000.00,80000.00,61000.00,"Motorola Solutions",Illinois,93,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Data Analyst","Not Specified",Masters,369,Corporate
"Data Scientist",4.2,"New York",2012,"Company - Private","Education Training Services",Education,0,0,56000.00,95000.00,75500.00,ExecOnline,"New York",9,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,"Data Scientist","Not Specified","Not Specified",370,Corporate
"Scientist Manufacturing - Kentucky BioProcessing",3.1,Owensboro,1875,"Company - Private","Consumer Products Manufacturing",Manufacturing,0,0,68000.00,139000.00,103500.00,"Reynolds American",Kentucky,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist","Not Specified","Not Specified",371,Corporate
"Data Analytics Project Manager",3.6,Springfield,1851,"Company - Private","Insurance Carriers",Insurance,0,0,34000.00,92000.00,63000.00,MassMutual,Massachusetts,170,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,372,Corporate
"Machine Learning Engineer",4.0,"Fort Belvoir",1954,"Company - Public","Aerospace & Defense","Aerospace & Defense",0,0,62000.00,112000.00,87000.00,Mteq,Virginia,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ML Engineer","Not Specified","Not Specified",373,Corporate
"Research Scientist or Senior Research Scientist - Computer Vision",4.6,Cambridge,1991,"Subsidiary or Business Segment","Research & Development","Business Services",0,0,81000.00,161000.00,121000.00,"Mitsubishi Electric Research Labs",Massachusetts,30,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,"Other Scientist",Senior,PhD,374,Corporate
"Consultant - Analytics Consulting",3.0,Hartford,1981,"Company - Public","IT Services","Information Technology",0,0,54000.00,71000.00,62500.00,Infosys,Connecticut,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",375,Corporate
"Data Analyst Chemist - Quality System Contractor",2.2,"San Francisco",2002,"Company - Private","Beauty & Personal Accessories Stores",Retail,0,0,61000.00,110000.00,85500.00,"Rodan and Fields, LLC",California,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Analyst","Not Specified","Not Specified",376,Corporate
"Data Engineer",3.5,Orange,2013,"Company - Private","Health Care Services & Hospitals","Health Care",0,0,65000.00,124000.00,94500.00,"Alignment Healthcare",California,8,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,"Data Engineer","Not Specified",Masters,377,Corporate
"Senior Data Scientist Oncology",3.9,Gaithersburg,1913,"Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,107000.00,173000.00,140000.00,AstraZeneca,Maryland,108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Data Scientist",Senior,PhD,378,Corporate
"Data Scientist",3.7,"Silver Spring",2006,"Company - Private","IT Services","Information Technology",0,0,64000.00,108000.00,86000.00,Brillient,Maryland,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"Data Scientist","Not Specified",Masters,379,Corporate
"Senior Scientist (Neuroscience)",3.5,Marlborough,2010,"Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",0,0,109000.00,200000.00,154500.00,Sunovion,Massachusetts,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,PhD,380,Corporate
"Research Scientist / Principal Research Scientist - Multiphysical Systems",4.6,Cambridge,1991,"Subsidiary or Business Segment","Research & Development","Business Services",0,0,115000.00,220000.00,167500.00,"Mitsubishi Electric Research Labs",Massachusetts,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other Scientist",Senior,PhD,381,Corporate
